,t_k,x_k,y_k,z_k
3372,-74839.625379416,-119345927.49370606,160048684.68689394,141709272.71461883
3373,-74838.625536806,-72487294.46255194,-178964070.9622964,-160701984.50225174
3374,-74838.627332961,8661934.344562573,-10841157.687367704,-268249887.03351626
3375,-74838.636284864,-90671949.98458871,-218733492.58823502,8088850.423830409
3376,-74838.62844667,-146667479.06701952,184216060.98487246,-57910545.67808774
3377,-74838.632623835,-41334488.34400876,78147997.66352995,250496725.2523722
3378,-74838.62537963,-119344347.67897098,160046345.74955392,141707654.61774093
3379,-74837.62553763899,-72486329.24751255,-178961932.1711666,-160699608.31682634
3380,-74837.627330722,8661664.084260708,-10841316.064496245,-268246327.30654055
3381,-74837.63628726099,-90670614.4803168,-218730649.87024888,8089050.469177195
3382,-74837.628445267,-146665687.75006038,184213606.06638148,-57909475.6177638
3383,-74837.63262513999,-41333812.84783521,78146669.86443175,250493521.44792908
3384,-74837.625379846,-119342767.8642409,160044006.81221953,141706036.52086535
3385,-74836.625538465,-72485364.03246827,-178959793.3800209,-160697232.1313853
3386,-74836.627328497,8661393.823960764,-10841474.44162164,-268242767.57961375
3387,-74836.636289659,-90669278.9760472,-218727807.15226567,8089250.514520983
3388,-74836.635180086,108446116.84741375,4796891.573594376,235329404.3367519
3389,-74836.628443792,-146663896.432976,184211151.1477138,-57908405.55736284
3390,-74836.63262649499,-41333137.35169546,78145342.06540091,250490317.64364433
3391,-74836.62538003399,-119341188.04946844,160041667.87482056,141704418.42394352
3392,-74835.625539317,-72484398.81745096,-178957654.58892986,-160694855.94600695
3393,-74835.62732633199,8661123.56367517,-10841632.818736603,-268239207.8528996
3394,-74835.636292136,-90667943.471884,-218724964.43450698,8089450.559846176
3395,-74835.628442369,-146662105.1159885,184208696.22917378,-57907335.49701752
3396,-74835.63262784599,-41332461.855553,78144014.26636566,250487113.8393449
3397,-74835.625380249,-119339608.23474053,160039328.9374857,141702800.32706448
3398,-74834.625540165,-72483433.60243164,-178955515.79782936,-160692479.76062
3399,-74834.627324166,8660853.303387448,-10841791.19585079,-268235648.126181
3400,-74834.636294431,-90666607.96747866,-218722121.7162309,8089650.605204985
3401,-74834.635182755,108442639.25067271,4796881.235778582,235323454.50780523
3402,-74834.628440893,-146660313.79890978,184206241.31050363,-57906265.43661548
3403,-74834.632629228,-41331786.35943149,78142686.46737254,250483910.035143
3404,-74834.62538048699,-119338028.4200508,160036990.00020555,141701182.2302217
3405,-74833.62554097999,-72482468.38738233,-178953377.00665727,-160690103.5751556
3406,-74833.627321978,8660583.043091917,-10841949.57296753,-268232088.39938313
3407,-74833.63629684699,-90665272.46323587,-218719278.99829882,8089850.650536792
3408,-74833.635184441,108440900.45290783,4796876.066872503,235320479.594379
3409,-74833.628439476,-146658522.48194048,184203786.39197835,-57905195.37627658
3410,-74833.63263054,-41331110.8632627,78141358.6682874,250480706.2307149
3411,-74833.625380689,-119336448.60530607,160034651.06284216,141699564.13331977
3412,-74832.625541816,-72481503.17235518,-178951238.21552923,-160687727.38974202
3413,-74832.62731971899,8660312.782775333,-10842107.950094584,-268228528.67233154
3414,-74832.636299275,-90663936.95901003,-218716436.28040084,8090050.695863405
3415,-74832.628438049,-146656731.164957,184201331.4734285,-57904125.31592697
3416,-74832.632631909,-41330435.367132396,78140030.86927885,250477502.42646754
3417,-74832.62538089,-119334868.7905616,160032312.1254773,141697946.03641525
3418,-74831.625542597,-72480537.95727678,-178949099.42428264,-160685351.2041987
3419,-74831.627317654,8660042.52250932,-10842266.32718998,-268224968.94596967
3420,-74831.63630168399,-90662601.45475975,-218713593.56244886,8090250.741191026
3421,-74831.628436634,-146654939.8479987,184198876.5549081,-57903055.255590215
3422,-74831.63263324299,-41329759.870978445,78138703.07022476,250474298.62210613
3423,-74831.625381115,-119333288.97585693,160029973.18816957,141696327.93954864
3424,-74830.625543466,-72479572.74228518,-178946960.6332233,-160682975.01886535
3425,-74830.627315447,8659772.262203064,-10842424.704306936,-268221409.21910137
3426,-74830.636303992,-90661265.95037553,-218710750.84420976,8090450.786536056
3427,-74830.63518845399,108435684.05777371,4796860.56014886,235311554.850997
3428,-74830.628435155,-146653148.53092954,184196421.6362306,-57901985.19518496
3429,-74830.632634603,-41329084.37484208,78137375.27120616,250471094.81782627
3430,-74830.625381311,-119331709.1611083,160027634.25079492,141694709.84263417
3431,-74829.625544286,-72478607.52724816,-178944821.84205824,-160680598.83341652
3432,-74829.627313222,8659502.001890082,-10842583.081425812,-268217849.49216807
3433,-74829.636306481,-90659930.44623394,-218707908.1264852,8090650.831842084
3434,-74829.628433767,-146651357.21402708,184193966.71777645,-57900915.134877086
3435,-74829.63263592699,-41328408.87868138,78136047.47214063,250467891.01342914
3436,-74829.62538153499,-119330129.34640576,160025295.31348667,141693091.7457641
3437,-74828.625545106,-72477642.31221299,-178942683.05089226,-160678222.64796865
3438,-74828.627311024,8659231.741582533,-10842741.458539478,-268214289.76532996
3439,-74828.636308826,-90658594.94190098,-218705065.40835127,8090850.877174125
3440,-74828.635191205,108432206.46113059,4796850.22233349,235305605.0223055
3441,-74828.628432306,-146649565.89699757,184191511.79914314,-57899845.0744911
3442,-74828.63263727899,-41327733.382539585,78134719.67311327,250464687.2091199
3443,-74828.62538174499,-119328549.53168297,160022956.3761466,141691473.64887044
3444,-74827.625545907,-72476677.09716135,-178940544.25968468,-160675846.46247655
3445,-74827.62730885799,8658961.48128177,-10842899.835647149,-268210730.03860477
3446,-74827.63631130899,-90657259.43775325,-218702222.69060963,8091050.922475767
3447,-74827.635192362,108430467.66242349,4796845.053424676,235302630.10731104
3448,-74827.62843090399,-146647774.58007747,184189056.88065463,-57898775.01416825
3449,-74827.63263863299,-41327057.886399165,78133391.87408946,250461483.40481517
3450,-74827.62538194099,-119326969.71693994,160020617.43877476,141689855.55195317
3451,-74826.62554671199,-72475711.88211544,-178938405.46848473,-160673470.27699488
3452,-74826.6273067,8658691.220981311,-10843058.212752616,-268207170.3119072
3453,-74826.636313695,-90655923.93347691,-218699379.97259226,8091250.967794018
3454,-74826.628429441,-146645983.26305187,184186601.96201643,-57897704.95378013
3455,-74826.632639979,-41326382.390253335,78132064.07505599,250458279.600483
3456,-74826.625382185,-119325389.9022746,160018278.50151613,141688237.45511267
3457,-74825.625547583,-72474746.66713509,-178936266.67742503,-160671094.091671
3458,-74825.627304513,8658420.960671145,-10843216.58986175,-268203610.58510542
3459,-74825.636316048,-90654588.42915744,-218696537.2544811,8091451.0131160775
3460,-74825.62842802699,-146644191.94611773,184184147.0434985,-57896634.893444434
3461,-74825.63264132399,-41325706.894106805,78130736.27602209,250455075.7961457
3462,-74825.62538237599,-119323810.08752736,160015939.56413442,141686619.35818547
3463,-74824.625548464,-72473781.45216626,-178934127.88638577,-160668717.9063718
3464,-74824.627302379,8658150.700373443,-10843374.966961555,-268200050.85849142
3465,-74824.63631849499,-90653252.92496441,-218693694.53663713,8091651.058416539
3466,-74824.635196241,108425251.26698934,4796829.546700342,235293705.3635472
3467,-74824.628426599,-146642400.62916222,184181692.12494618,-57895564.83309376
3468,-74824.632642702,-41325031.3979826,78129408.47703296,250451871.9919123
3469,-74824.62538260099,-119322230.27283575,160013600.62683317,141685001.26131237
3470,-74823.62554924199,-72472816.23709986,-178931989.09512526,-160666341.72082874
3471,-74823.627300144,8657880.440046586,-10843533.344076427,-268196491.1315169
3472,-74823.63632091299,-90651917.42073362,-218690851.8187107,8091851.1037200065
3473,-74823.628425131,-146640609.31213886,184179237.20629567,-57894494.77270028
3474,-74823.632644025,-41324355.901821226,78128080.67797172,250448668.1875008
3475,-74823.62538281,-119320650.4581207,160011261.68949547,141683383.1644124
3476,-74822.625550083,-72471851.02209616,-178929850.30399862,-160663965.5354364
3477,-74822.627297951,8657610.17972921,-10843691.721183714,-268192931.40469098
3478,-74822.636323232,-90650581.91637152,-218688009.1005029,8092051.149040484
3479,-74822.62842372399,-146638817.99522838,184176782.2877949,-57893424.71237208
3480,-74822.632645377,-41323680.40567945,78126752.87894996,250445464.3831804
3481,-74822.625383045,-119319070.64344859,160008922.75221947,141681765.06755364
3482,-74821.625550928,-72470885.80709815,-178927711.51287958,-160661589.35005444
3483,-74821.627295733,8657339.91940322,-10843850.09829403,-268189371.67777514
3484,-74821.636325681,-90649246.41218399,-218685166.38266465,8092251.194332163
3485,-74821.62842228399,-146637026.67826262,184174327.36921313,-57892354.65200856
3486,-74821.63264672199,-41323004.909532934,78125425.07991979,250442260.57883567
3487,-74821.625383223,-119317490.82868828,160006583.81481108,141680146.97060168
3488,-74820.625551683,-72469920.59201515,-178925572.72156712,-160659213.16445953
3489,-74820.627293574,8657069.65909131,-10844008.47539407,-268185811.9510684
3490,-74820.63632805299,-90647910.90789452,-218682323.66460747,8092451.239636452
3491,-74820.628420818,-146635235.36125398,184171872.45056757,-57891284.59161724
3492,-74820.632648081,-41322329.41339588,78124097.28090914,250439056.77453393
3493,-74820.62538345999,-119315911.01402304,160004244.87754163,141678528.87374422
3494,-74819.62555257199,-72468955.37706335,-178923433.9305403,-160656836.97918397
3495,-74819.627291382,8656799.39876862,-10844166.852498405,-268182252.22424325
3496,-74819.636330476,-90646575.40367413,-218679480.9466953,8092651.284927743
3497,-74819.628419392,-146633444.0443207,184169417.53202018,-57890214.5312687
3498,-74819.63264940199,-41321653.917233154,78122769.48184897,250435852.97010854
3499,-74819.62538366,-119314331.19930121,160001905.94018656,141676910.776826
3500,-74818.625553411,-72467990.16206515,-178921295.1394056,-160654460.79379058
3501,-74818.62728919099,8656529.138444338,-10844325.229601651,-268178692.49742073
3502,-74818.63633282,-90645239.89934914,-218676638.2285585,8092851.330232046
3503,-74818.63520469099,108414818.47722366,4796798.533255249,235275855.8781033
3504,-74818.628417919,-146631652.72730696,184166962.61335737,-57889144.47086987
3505,-74818.63265074599,-41320978.42108597,78121441.68282029,250432649.16575506
3506,-74818.62538385,-119312751.38456546,159999567.00280908,141675292.67989066
3507,-74817.625554214,-72467024.94703408,-178919156.34819305,-160652084.60831255
3508,-74817.62728700599,8656258.878119813,-10844483.606703017,-268175132.77061865
3509,-74817.636335235,-90643904.3951199,-218673795.5106236,8093051.375519348
3510,-74817.628416542,-146629861.4104689,184164507.69493026,-57888074.410573766
3511,-74817.632652106,-41320302.9249496,78120113.88381378,250429445.36145097
3512,-74817.625384102,-119311171.56992951,159997228.0655775,141673674.58305472
3513,-74816.625555001,-72466059.73198941,-178917017.55694526,-160649708.42279744
3514,-74816.62728487399,8655988.61780775,-10844641.983795054,-268171573.04400426
3515,-74816.636337641,-90642568.8908796,-218670952.7926631,8093251.42080566
3516,-74816.63520716499,108411340.88000947,4796788.195438447,235269906.04861003
3517,-74816.628415089,-146628070.09349844,184162052.77631658,-57887004.35019635
3518,-74816.63265342299,-41319627.42878416,78118786.08475107,250426241.55700716
3519,-74816.62538427,-119309591.75516273,159994889.1281504,141672056.4860819
3520,-74815.625555889,-72465094.51704408,-178914878.76591262,-160647332.23752323
3521,-74815.62728267,8655718.357474368,-10844800.360897563,-268168013.3171327
3522,-74815.636340067,-90641233.38666691,-218668110.0747594,8093451.466085179
3523,-74815.635208693,108409602.08190279,4796783.02653155,235266931.13473052
3524,-74815.628413613,-146626278.7764905,184159597.85764644,-57885934.28979431
3525,-74815.632654745,-41318951.93262212,78117458.28569597,250423037.7525776
3526,-74815.62538445699,-119308011.94042781,159992550.19076866,141670438.3891389
3527,-74814.62555667199,-72464129.30199929,-178912739.97465444,-160644956.05200046
3528,-74814.62728046099,8655448.097137768,-10844958.737999938,-268164453.59024236
3529,-74814.636342385,-90639897.88231094,-218665267.35654876,8093651.511383504
3530,-74814.63520993199,108407863.28328986,4796777.85762316,235263956.21999216
3531,-74814.62841218,-146624487.45956331,184157142.93908188,-57884864.22943829
3532,-74814.63265609699,-41318276.43648034,78116130.48668161,250419833.94824225
3533,-74814.62538468899,-119306432.12576587,159990211.2534931,141668820.2922678
3534,-74813.62555753799,-72463164.08703646,-178910601.18357283,-160642579.86667585
3535,-74813.627278284,8655177.836807959,-10845117.115096308,-268160893.863465
3536,-74813.636344815,-90638562.37810546,-218662424.63865644,8093851.556656633
3537,-74813.63521137199,108406124.48502271,4796772.688715808,235260981.3058527
3538,-74813.62841076999,-146622696.14268106,184154688.02057374,-57883794.169106856
3539,-74813.63265744799,-41317600.94033788,78114802.68766688,250416630.14390185
3540,-74813.62538490699,-119304852.31108366,159987872.31618574,141667202.19537312
3541,-74812.625558346,-72462198.87201951,-178908462.39236632,-160640203.68121436
3542,-74812.627276125,8654907.57648115,-10845275.492188897,-268157334.13675085
3543,-74812.636347219,-90637226.8738662,-218659581.92069027,8094051.601932167
3544,-74812.63521277999,108404385.68669617,4796767.5198082905,235258006.39161894
3545,-74812.628409338,-146620904.8257631,184152233.10201162,-57882724.10875191
3546,-74812.63265878799,-41316925.444187984,78113474.88863845,250413426.33952433
3547,-74812.625385136,-119303272.4964207,159985533.37890503,141665584.0984953
3548,-74811.62555920299,-72461233.65705173,-178906323.6012636,-160637827.49587023
3549,-74811.627273928,8654637.316142207,-10845433.869286574,-268153774.40990043
3550,-74811.63634961599,-90635891.36961852,-218656739.20270413,8094251.647206311
3551,-74811.635214004,108402646.888046,4796762.350899823,235255031.4768388
3552,-74811.628407891,-146619113.50882202,184149778.18341267,-57881654.04838091
3553,-74811.63266011499,-41316249.948029324,78112147.08959372,250410222.53510332
3554,-74811.625385308,-119301692.68166955,159983194.44149196,141663966.0015243
3555,-74810.62555996599,-72460268.44199508,-178904184.8099589,-160635451.3103037
3556,-74810.627271703,8654367.055793831,-10845592.246387755,-268150214.68294942
3557,-74810.63635201199,-90634555.86537044,-218653896.4847152,8094451.692477858
3558,-74810.635215367,108400908.08963381,4796757.181992073,235252056.56247306
3559,-74810.62840639899,-146617322.19180405,184147323.2647032,-57880583.98796174
3560,-74810.632661435,-41315574.45186593,78110819.29054062,250407018.73065802
